"","Year","Month returned from trip","Sydney","Central Coast","Hunter","North Coast NSW","South Coast","Snowy Mountains","Capital Country","The Murray","Riverina","Central NSW","New England North West","Outback NSW","Blue Mountains","Canberra","Melbourne","Peninsula","Geelong and the Bellarine","Western Grampians","Lakes","Gippsland","Phillip Island","Central Murray","Goulburn","High Country","Melbourne East","Upper Yarra","Murray East","Wimmera_Mallee","Great Ocean Road","Bendigo Loddon","Spa Country","Ballarat","Central Highlands","Macedon","Gold Coast","Brisbane","Sunshine Coast","Central Queensland","Bundaberg","Fraser Coast","Mackay","Whitsundays","Northern","Tropical North Queensland","Darling Downs","Outback","Adelaide","Barossa","Adelaide Hills","Limestone Coast","Fleurieu Peninsula","Kangaroo Island","Murraylands","Riverland","Clare Valley","Flinders Ranges and Outback","Eyre Peninsula","Yorke Peninsula","Experience Perth","Australia's Coral Coast","Australia's South West","Australia's North West","Australia's Golden Outback","Hobart and the South","East Coast","Launceston, Tamar and the North","North West","Wilderness West","Darwin","Kakadu Arnhem","Katherine Daly","Barkly","Lasseter","Alice Springs","MacDonnell"
"29",NA,"May",689.0009002,85.3003604,129.5428963,217.9816297,249.1222124,56.2457247,144.8081037,57.7924346,99.6150432,141.2565117,110.5140073,63.4891286,42.2018373,208.9524539,479.961995,40.748326,52.0505201,13.6663988,31.9094015,71.556287,23.1890684,26.6921331,26.7287627,138.9896854,23.9324707,15.7602627,12.7941734,51.7393982,91.1993769,62.8127209,10.4591767,55.8313565,39.3093939,1.9385629,215.9461487,351.9030109,195.6420076,125.9425177,64.7113836,18.3251861,27.3531013,15.6254732,60.0125369,149.9695184,107.1571906,59.5156077,179.46056,8.9882557,4.8173811,33.3354833,19.4498188,7.796383,13.1071381,27.7624605,13.0106068,20.8498864,47.9093121,33.202783,284.5620501,51.3998699,163.54713,25.660571,47.4797179,47.6228609,10.9533025,40.0870369,15.0113397,8.5422167,32.0553894,14.4356425,17.1850466,8.1545903,8.5533024,12.9754244,2.2666444
"30",NA,"June",505.8808141,105.0505144,246.313607,263.49135,152.0722606,61.6136652,41.1891041,82.276764,39.5544521,150.7898583,121.0353769,12.3955413,82.9236101,179.3027644,499.563184,55.2311151,54.349103,14.5866619,66.7904548,48.3189335,38.7942829,58.9928016,18.8019237,102.2611703,16.4496632,15.6634815,6.1949658,92.1325893,69.8569062,66.9220617,26.5332081,42.9775071,30.7419183,8.6534969,233.1309648,290.7527904,225.8740875,119.5048561,38.7708547,37.8954492,11.6918263,11.2773839,52.5476316,68.4022155,144.8694139,54.0312527,176.4300431,11.701877,6.0708803,46.8516494,36.3429578,2.0169212,23.1382672,17.3589867,11.7146389,51.8616919,32.8378668,18.2588326,229.3918889,59.2071638,137.1642583,37.9314085,56.0360075,58.0024299,11.5241613,29.5833117,13.6474615,13.9447016,64.4580733,17.3507527,29.3481047,15.6326279,9.8584576,22.8758979,3.2560893
"31",NA,"July",672.9714995,107.9461316,156.5174577,289.6460541,186.4002689,114.313679,88.7918553,69.8572481,62.3360491,158.4319922,131.3937258,54.6757792,103.8635878,132.3458073,503.0232876,51.96682,55.8953026,41.6303088,54.2196223,59.7449574,46.0161212,48.0208327,28.6447977,150.294906,28.0826276,15.1157552,1.6112966,72.1079287,101.2614903,56.4963179,3.8225396,42.0383852,28.5331446,12.4185203,286.4183906,462.4040696,148.5834629,108.3153805,43.0569726,48.6772607,57.5437011,45.9904408,166.2438508,168.0398213,130.2586492,51.24377,216.229889,26.0929201,12.1350744,33.564548,44.0425267,10.1373632,39.797807,43.8802454,12.0098784,94.0697007,29.937482,34.5945781,281.4276225,61.6110162,143.9240094,67.0981185,52.7658411,47.7406112,14.3269849,57.3395321,43.3220124,7.3172,59.7346748,30.4508929,26.2485202,8.2877471,23.768644,41.5426933,15.1328393
"32",NA,"August",651.1031951,80.975492,238.3321136,319.466138,133.516594,134.6720755,83.7318403,48.731801,66.9120059,185.329836,122.0935849,47.607886,94.2497781,169.7782732,523.3903545,36.6449007,55.7441263,28.6027304,40.4335242,88.2822218,64.1188736,27.8280718,12.3304263,93.9143485,10.4974499,25.5600194,0.7350728,116.4032408,110.0324411,63.3614501,21.5745492,21.3128133,38.2398267,21.0335094,280.2197904,286.5326643,220.2785329,106.8948081,36.7695777,60.9764173,44.0167285,25.7199392,65.6710196,120.2117674,92.9702275,70.4058452,207.3327023,26.8347344,8.0177949,21.0578133,21.0505031,1.249252,8.3629771,21.5958874,6.9170715,55.2173302,31.5216167,16.6613818,177.1924478,35.7649349,124.0780613,44.4635931,59.1918266,62.7591806,7.5494965,37.7307492,18.9971078,5.0802661,75.6641673,19.0020272,25.0452933,19.5949264,23.8160892,31.696896,11.1248555
"33",NA,"September",921.2145275,92.7001712,234.7258726,356.9740187,215.5444248,100.3330457,105.8573748,119.7534798,72.5032535,137.588966,111.8961557,90.5483124,84.5850963,159.4401448,443.6734971,67.7757178,72.392628,18.7051991,25.2307124,72.5569355,35.8376486,74.9996488,39.998374,117.5720571,11.8927899,18.406983,13.5552756,58.4298802,103.6680195,57.5270253,17.2829245,55.7262132,29.0073187,33.9608907,244.4172926,405.0489644,190.0720754,86.0178435,34.804415,47.2816531,42.6333944,50.5477788,86.22056,148.0847908,123.8818342,106.2595891,136.4534246,17.3332703,21.2966571,23.7618067,39.9783532,1.4343236,23.8217064,60.2595613,37.1950387,109.1661858,41.2061099,46.2350355,200.1225805,81.633823,152.3128615,36.5472892,72.6575702,82.2709463,33.738737,38.6357751,27.0163952,20.6455853,65.2456945,37.6124672,33.8822606,16.9299102,19.5663497,32.3819708,9.824372
"34",NA,"October",803.7268578,116.635289,234.6948726,394.2396746,319.7298189,40.1446112,93.463211,116.8367183,78.8561367,152.6220122,117.4401153,34.382903,63.8743665,174.7969044,537.2756983,42.4837061,52.5117399,14.2321212,58.1823438,125.6827455,48.3051106,52.6531465,20.8262036,102.5569415,15.1193341,13.7811556,19.3360739,88.2711537,126.8778575,77.2491249,20.7170774,69.6535762,35.2480483,17.1615902,279.5223525,402.090116,237.2766969,94.8295318,54.1819696,82.5132827,76.3918736,43.5895863,121.6506113,177.5767315,85.8232501,68.4106787,195.7004583,37.3965977,7.7871859,59.0631665,41.2518386,5.927289,51.5605345,27.9825907,23.4704065,65.9048666,28.7595361,38.9398636,284.31761,69.4338906,197.0732025,55.946223,93.3500721,87.6439972,16.6799625,48.5656447,37.0765735,21.2592615,47.891046,27.126132,19.3571021,10.576689,18.864306,31.6667853,14.4715572
"35",NA,"November",745.5254631,94.4324419,238.176164,327.6816976,213.4245191,40.3170705,109.2719249,93.6154235,73.5008744,164.5742105,115.079584,32.9670582,29.7925316,140.2884626,579.6051764,116.8747769,103.2191048,15.3710053,68.3272109,115.3265258,84.1080264,48.645619,39.8863066,83.1116,28.2859939,48.0843806,6.4739775,88.8460443,119.7223384,71.471599,19.8226183,45.9161281,43.54555,7.5100547,252.5113458,403.9681008,219.6893197,91.089905,43.1813526,62.193071,17.8335699,13.4181253,78.6836153,148.9715584,117.2641468,31.5276668,208.9150968,20.1023125,3.4983536,34.2995214,64.0241536,2.2304182,43.1710371,16.885047,8.3805823,42.8171683,18.2558288,37.2735878,226.215281,69.1434914,145.4168197,22.6541453,49.3480969,87.4574599,26.5137035,47.6286456,53.7382934,28.4347499,41.9584832,14.7817663,9.1234932,3.8667805,3.3808993,21.6915535,0
"36",NA,"December",745.6909695,165.3581586,322.1062598,338.3797183,262.6560986,39.5454316,58.1515209,151.532134,72.951276,171.1355033,104.1379521,14.9971056,64.6865392,186.108512,531.6322148,106.5799,114.3001352,12.6296147,39.9275556,72.1478004,65.818462,42.486108,39.6961866,54.5122938,37.7892436,22.9578246,3.945134,75.0787673,153.453089,58.8681551,36.612265,62.7811473,18.1768162,15.4059684,309.6698121,306.4136092,265.8612059,90.3166484,32.7904207,60.3838692,39.5985892,21.7083175,120.6228459,100.0223448,100.978123,36.0945005,251.4884096,9.9912867,11.765302,32.6373274,56.8896106,5.0055639,20.1914155,28.6733023,2.778897,33.1518243,27.477634,31.4076722,268.0471676,46.2609486,151.7704706,20.6727799,36.7570502,81.5664635,36.2591265,57.9852212,38.6047845,16.2908263,81.4169354,3.4529774,4.7907218,3.181462,3.9052796,28.4742759,8.3048518
"37",2001,"January",758.322777,193.0319866,283.6068704,600.0837268,566.7291645,79.9209357,78.6380133,129.9581395,87.2786152,198.2418046,144.3387795,37.07983,64.2298635,107.2461275,570.6371861,348.2379551,185.7271161,12.1017765,133.7801076,135.9852102,146.5178206,108.0025066,69.9216714,170.3331226,47.3081036,29.1544902,10.7147507,49.7595756,309.6074452,81.3295796,20.4615157,35.4205464,41.2551182,28.4818588,405.5413418,426.1842228,352.1582256,107.976218,60.200711,58.7872701,61.749571,40.2056255,62.058117,85.2064573,110.3890797,38.293354,226.3314887,17.7849854,3.2389382,65.5079488,91.503675,17.965997,46.7507357,45.2779888,10.620071,56.8604561,43.1284581,47.5313903,205.4734016,53.9995307,217.3317089,19.9031319,62.6193985,118.8469171,57.8329659,87.4151259,40.8075903,11.5199193,11.5621768,3.3761338,5.7378396,1.7232457,7.4656183,16.4442184,0.5983387
"38",NA,"February",659.6857587,136.3089957,267.4658536,352.8226359,313.7429927,22.362944,53.4987327,85.2338816,48.5358195,165.7411366,98.4557259,29.334136,76.7674258,130.3160875,487.5360171,163.6695965,101.4416836,23.8613569,64.0901505,78.9055701,56.6986193,71.9418956,19.7143511,55.2642336,30.515486,15.258972,10.6088282,30.3249957,135.7001696,63.8015104,11.0339031,24.4787254,19.8951443,22.3271005,303.8071847,295.3330074,161.3256968,79.4987565,22.953726,18.4595872,34.9140707,20.003695,34.3858129,74.1148489,98.1062835,29.2137746,180.3672394,18.9003195,0.8007117,50.4540947,75.6530059,7.6460467,26.7554315,35.6902577,18.1244744,19.4681851,42.4485617,41.2378077,263.8765011,30.4652085,121.328285,20.5634204,63.3757536,99.2252899,30.6920171,53.7239544,62.1164437,18.4643295,21.2856508,6.9893561,4.2183539,1.9056223,7.9328909,5.3839424,0.4225874
"39",NA,"March",566.8976439,64.8716323,176.0968857,261.3547224,256.6508824,21.9034926,40.3400843,82.7110399,65.9062274,67.9738424,127.4789176,37.920391,39.0867046,158.7840946,547.928765,124.8318416,86.2878754,27.6268802,53.421772,61.9241535,45.9477683,87.7835385,61.6715447,86.5937671,22.1810817,45.2639412,4.1740477,56.9745524,136.7795758,26.8550383,36.7424032,39.7907556,33.3425186,10.3673572,214.3816882,309.2240228,157.3899471,84.7917879,52.9318157,7.2474006,24.9471278,39.7898459,42.0744422,53.459657,95.2282755,24.5477126,163.289113,5.0180679,4.5398234,47.1108624,54.0579948,4.7291208,33.8312282,28.3767316,10.1372422,13.4837148,21.8568087,49.7191067,291.1711387,31.3213211,109.9377446,62.6977868,59.1155726,68.0623322,31.5028564,57.4288088,35.1840125,25.2228194,61.3386722,12.4387793,9.2495608,0,8.2819481,15.7540782,23.5436601
"40",NA,"April",760.4524165,194.3473956,309.1111591,395.469028,431.1464699,66.6393108,124.7179573,98.5475404,86.6352575,122.6452266,135.7745308,46.3596715,52.648021,268.1603942,541.047473,95.3043079,108.6778994,44.1924218,95.9732649,108.7266824,57.7889281,53.2484891,77.602617,125.5086831,22.7572948,32.1825318,2.6877201,100.9450899,191.3695288,64.9536799,26.0526096,36.8119103,50.2400609,23.4316662,307.7805529,446.9937469,176.5907137,128.6462188,59.2344987,38.7935162,49.656844,37.9867824,65.2559344,144.33138,170.7040598,74.9382305,197.92863,24.8539487,3.3708285,49.2009402,46.3919982,9.8902694,35.0766959,42.6707785,15.356381,50.5700005,38.3314162,43.2738538,247.4958752,93.860434,177.2403163,82.5868897,47.3980794,76.3869292,43.0908701,73.5772994,37.1996182,23.5825414,28.4904833,10.8841584,13.1246527,8.3306018,7.6725274,14.3403707,2.2013197
"41",NA,"May",690.5250233,61.5457239,236.688724,235.377999,261.6833748,41.7125842,78.1794518,107.5370573,61.8966776,154.7401342,111.0697227,34.7714177,38.06554,162.4283362,502.215964,53.028719,56.7181877,14.6368103,31.5430039,66.0504075,20.7252835,73.9272451,52.7521849,69.7313045,15.1303504,5.6954365,15.7845393,46.7217777,93.7352443,57.434956,14.7274458,51.7238044,29.9135408,15.0382788,265.4577962,331.4858005,184.7017038,80.6200961,111.2292499,35.358573,55.6577101,13.5365571,14.8367405,63.1906329,95.5070586,51.4186204,188.1080527,16.8167373,5.9955192,53.0053049,39.3486817,3.452715,18.6307677,19.8229724,21.281002,51.7267986,22.7819474,43.7495398,221.9234503,57.0530215,141.4897579,47.2516458,46.7016108,66.3088655,12.6593164,44.764292,28.0525143,15.257318,36.9222119,10.3199939,33.5246656,19.5862973,21.8313187,15.5527995,3.8320864
"42",NA,"June",659.6087561,72.5319114,245.2126469,297.5762616,280.0614443,32.2482386,79.3048123,120.0059827,62.1029935,138.9879534,127.9934722,22.3631991,76.9034345,187.7929888,576.9241787,90.8656154,50.6476839,29.3049011,49.8650255,41.774438,37.8337887,80.7472708,34.1257714,79.0975594,35.3401667,14.8134295,3.9130279,54.5495267,110.1376209,94.566482,12.9681353,32.5918031,20.3929849,13.4861327,280.3792943,363.4423736,174.7217327,138.6367189,66.5529575,57.0834626,85.2566927,37.8353339,127.4204615,146.8963431,119.4193796,48.0867926,152.2322781,27.7470549,16.7618385,50.5575315,27.8736631,8.063473,31.3731824,31.4187399,20.4556161,33.034817,14.6407638,16.7226938,233.947167,52.3520297,130.5082096,58.1915639,59.8300301,74.6206118,30.7904317,51.3479784,38.1455698,24.0730712,54.9269849,8.7779084,41.3880852,1.4812662,10.819865,21.6216234,10.6544106
"43",NA,"July",721.1282895,94.9592576,226.3797395,369.7911225,234.8458371,88.6586574,69.2025142,60.6290963,72.9323428,154.0943009,151.1958727,46.8542783,86.1460227,220.7582552,632.746967,74.0484098,106.6911794,42.2215793,44.1016807,93.8704097,53.4856391,66.9690228,37.8298969,116.6143807,31.652481,15.8502094,19.3539205,81.9218054,112.4196944,51.7584849,25.7955909,49.4027426,35.1254341,27.0627074,225.0977594,377.9243733,205.4594675,80.1771018,45.0643293,43.9527882,46.5473343,32.0369401,107.2435531,110.3307784,109.5908427,70.2914832,205.9071944,23.0692468,11.1637815,50.0613722,37.9596425,3.3356129,30.2565833,26.6530607,6.5776045,62.4887491,19.5016083,37.8133469,255.8263461,76.1645383,174.7188534,58.9732957,76.2301148,87.2734708,8.2943787,65.1365679,44.2190074,3.7822762,41.354825,24.7578633,27.1518722,14.6568453,24.9180727,47.5467604,19.1066834
"44",NA,"August",629.0109169,70.0316796,184.6172263,263.3660038,166.6277373,129.7520086,76.2090296,76.7234094,81.3561358,179.8440357,123.2755932,41.9669594,64.0645764,186.6708296,438.7292169,55.4406383,54.5500908,13.851138,30.487783,53.9255516,29.5904438,41.8887609,54.8329861,108.6030967,12.6638248,17.9442011,13.4866991,69.1295633,74.8320864,78.1322576,24.2615096,52.7991109,18.3405905,12.9991854,272.4367608,354.2858421,215.472251,171.7085146,34.8158339,53.7490333,76.3676179,42.7208244,122.2482508,184.004531,221.8129156,69.9059407,200.7775586,17.5156017,3.1624802,38.4074529,23.2204816,5.3662491,15.2390377,19.9920935,3.0742971,51.8199284,24.9961401,17.8573062,271.1432835,55.7534997,134.9026129,42.4767594,70.1048986,40.169589,11.1045053,31.0787008,21.5713594,6.4337215,66.8593546,37.1020389,32.7320017,8.6846949,31.6967241,45.7654042,5.5238595
"45",NA,"September",601.7517945,108.7613832,245.7484507,283.9972491,195.9362611,76.9558208,101.2150235,102.564181,69.8581973,208.4993235,158.518837,64.0054961,48.9779066,148.2460214,492.7872849,51.744426,67.9057347,13.1796581,54.0263561,118.2435679,25.5815982,75.7760896,7.2159963,102.1683862,13.6548298,15.0212588,10.0269289,79.4534501,106.9134842,56.4783575,9.9649442,39.5481239,28.2433415,3.8780469,312.7501557,552.8663942,250.2340527,100.5037814,51.328799,63.5834304,97.9165622,40.8441354,67.3315261,150.3037751,155.9005241,75.2646515,167.7598035,12.8863637,2.9856415,30.0020947,50.1272407,3.2634785,28.307853,12.4358128,12.7107542,47.7362719,37.261696,26.083189,356.2008699,81.2191177,107.1220077,45.2547602,69.2380167,56.4600367,15.7562177,34.1557847,34.188001,5.4200756,38.5197228,17.2898279,25.7450484,6.5576545,5.6385433,19.2789684,3.4373439
"46",NA,"October",834.8964259,164.5304726,263.1213257,379.5289269,366.369814,36.1549035,93.9707059,78.5265283,118.859997,246.0927231,123.0803043,49.3742876,66.7722196,173.9921514,529.3815036,53.5585005,70.7177316,24.0776439,48.1912903,42.7971871,36.6306247,61.6819769,43.1732895,64.4667054,17.8905136,13.9708296,9.9631463,106.9311896,162.6299734,110.798055,20.3935644,40.0296167,25.8841469,22.9563926,380.4913176,362.3311083,277.8618048,146.4505405,44.4369315,50.1227013,61.9823131,36.6639795,79.2711327,132.8841639,118.4427628,64.656533,204.455278,18.9434921,2.520733,55.7191602,51.9293341,10.4633236,40.7317963,43.0029712,16.338427,93.151625,51.5109218,28.744532,305.1373419,97.5583344,203.0864095,70.8848426,110.8796495,81.7148241,27.4472599,68.5388528,38.4695235,14.9963527,51.4189462,27.091096,36.9150577,27.9549534,16.7142409,37.2889891,2.7460204
"47",NA,"November",722.1466969,130.3342088,204.8935949,381.7639118,210.7249495,31.9549915,143.3419037,137.5123195,91.9249749,100.6984563,132.1070204,20.8814093,42.2741833,176.7027304,568.6918504,89.6736651,36.0012651,33.9693823,74.1110605,74.0157831,78.637292,41.972506,52.7519774,76.6829088,18.8327175,8.6282756,10.3636502,56.0649357,134.998452,69.5691843,17.78889,47.7837725,50.1511789,17.3374824,317.5048952,331.4961167,138.546914,89.5713634,13.7488739,26.8357267,33.3040046,33.1008179,46.0833885,96.044688,98.7463664,56.4232748,216.4317673,20.3100441,8.6422967,65.3819796,41.2570265,6.0812,35.9935052,20.4044556,12.0724788,31.3690622,32.7935592,34.2318932,262.1832335,93.0924397,163.0417269,44.8325622,107.0417082,61.7957746,18.0174339,36.4889395,13.2950674,5.5786195,19.3938889,14.9590154,30.1819596,8.0669238,6.8158373,13.1711242,6.4506568
"48",NA,"December",742.6011403,111.5360688,193.9828412,310.9573501,256.0306112,24.4601637,57.6524764,102.3980549,116.1797445,148.077781,91.968411,18.8080257,41.3467259,185.5538342,517.7162099,146.6938845,60.4224484,42.2420859,24.8778558,99.6822383,31.0745614,62.6403557,61.1723216,78.4717715,13.8939818,27.2871283,11.4666442,106.1544865,110.1223241,78.6947647,14.8086498,59.2331947,19.3839596,12.0422218,242.9689928,375.1474051,219.5412045,78.9466247,41.0778345,52.5321358,40.6560642,15.8482564,105.5771626,134.3629093,123.5826282,29.8540253,196.1220673,34.2847565,4.5350945,31.9836138,64.5400099,4.5850878,45.9823931,10.7562844,5.96842,46.1592854,18.9714928,36.0236998,284.7330197,54.0382825,136.4666686,14.9221692,50.2712892,65.375792,18.1514785,39.4213785,30.6332556,2.9250542,29.1518623,3.2713352,10.8939899,3.2713353,4.2345045,5.4749382,1.4781551
"49",2002,"January",709.9110532,135.9951056,356.6684224,690.735449,528.4414858,89.7446282,64.7306323,137.4042748,65.3056237,185.2524022,150.9187943,34.5612247,43.8124787,139.0011437,644.5160662,246.8967827,170.3915195,32.2168027,113.2535405,134.9587933,172.2967323,103.9737156,48.2405381,175.5686562,20.6043794,44.9252288,18.5771339,79.6447113,289.0812761,98.4508373,19.5283266,67.0103604,50.7752292,25.8833475,458.3324258,512.8013876,390.9917525,73.5768876,62.0514758,78.4476915,62.6452396,33.7559622,96.7308623,96.2863169,119.5844422,37.9698273,229.001847,19.2857311,10.2416417,72.8258789,114.1590285,2.9405191,37.1567739,46.2119554,23.671998,47.7788931,35.2285764,91.6964134,385.2220823,70.8627218,291.7164273,16.8343425,73.1213207,158.8732997,61.5239893,77.0620612,54.3644341,21.2671507,16.3420318,8.521389,12.590304,9.1903883,2.0603331,7.5050952,0.2918489
"50",NA,"February",532.0943442,177.3030421,172.4011496,306.3290569,225.9660622,40.8479588,41.2643259,76.4262215,58.8815385,123.4638491,89.266164,42.1199711,46.9788679,129.9900238,387.4483836,88.1272296,49.050063,2.0816752,30.1627579,48.6283716,47.642584,27.5214885,44.2216874,57.035937,36.3954498,24.2871631,18.5179349,36.4598519,150.5074153,14.7190003,13.3850489,55.1281365,13.850928,37.0420641,259.8085804,234.6505107,180.8493052,84.2356981,30.3354667,27.0470295,61.9460761,23.4290164,46.5200526,67.7196141,82.62086,33.6397701,209.8179377,6.2418806,8.3256191,38.5347413,53.9274664,2.9634642,24.6930002,9.7246305,8.609603,12.4015903,26.1474081,24.8717554,323.0976245,38.7813044,166.9757199,15.4634881,42.9929387,64.9738277,22.0156135,43.652827,33.9209672,17.4837322,23.5038516,8.2750183,6.0445211,2.2895648,9.5596114,11.8615122,4.1172975
"51",NA,"March",750.5003299,128.1240925,215.8865062,319.8445731,291.4356669,33.9274085,65.3635643,114.156076,42.0574447,154.9884547,108.4506505,33.5982939,89.8832171,179.5111621,496.5447629,81.4440289,100.8410462,16.2503443,102.9841431,111.2427395,69.448573,73.1888963,24.325137,138.3622612,26.4896344,10.2454737,30.9999415,38.4588641,211.0385295,102.9880257,28.9374453,84.1071488,44.2371802,21.5790659,251.0095221,249.3030351,198.6947274,71.9183586,35.5145683,42.4802675,62.8803396,42.602953,77.3793288,99.4621405,139.697387,34.1594363,210.6224941,23.2856679,0,67.9092338,49.6949308,2.7092017,27.4177499,17.8248111,11.0090335,13.2772011,30.5540399,41.7500553,228.2961477,24.5891846,143.7736537,23.432581,56.6969964,85.6451935,53.7544367,66.3705066,55.1029589,20.9188612,23.5389458,9.1789478,19.4884628,2.6014687,2.4459582,6.0658568,8.3478242
"52",NA,"April",645.4219615,115.7681263,250.8284679,487.6016401,404.7376132,49.1347667,105.8630628,110.5846788,74.7250339,196.8552341,119.7560637,29.9005936,63.3317991,209.7047778,488.2773783,67.6407323,75.0684149,38.4623155,57.6890818,99.4016816,102.9596444,47.5900209,59.455985,129.4611908,11.0748641,85.5643499,7.6491473,81.2729236,176.0660653,123.7779167,20.4894285,70.3536415,28.3894096,1.3333864,322.116986,377.8537176,253.9674933,87.5127305,24.1673822,35.768899,44.0522186,31.5145983,29.5184019,87.0257344,165.2936728,37.0300308,247.4690545,10.5811899,16.6648256,69.6564332,59.8165976,7.5142999,40.9621967,26.9264083,18.8106016,40.7245451,27.0717276,36.782074,211.4755604,102.968722,224.7621254,15.4835354,81.6990855,66.387128,22.0678451,40.9068783,29.4523652,5.7500034,40.0625452,18.9144843,11.8824274,3.7957303,12.5305726,16.8058582,1.6672807
